filename,filedate,filesize,disk,basedir,uri
家属加保申请表新-易善平.zip,20181226-17:48:15,1031338,c:,MARL2019,work\marvell\平安
平安保险.msg,20181205-10:24:21,93696,c:,MARL2019,work\marvell\平安
美满家属加保申请表新-易善平.xlsx,20181218-09:20:48,14787,c:,MARL2019,work\marvell\平安
20190102.xlsx,20190104-19:22:41,24756,c:,MARL2019,work\personal\2019weekly
20190107.xlsx,20190111-13:56:03,20518,c:,MARL2019,work\personal\2019weekly
20190114.xlsx,20190120-16:46:14,26959,c:,MARL2019,work\personal\2019weekly
20190121.xlsx,20190127-15:28:29,26810,c:,MARL2019,work\personal\2019weekly
20190128.xlsx,20190211-07:57:03,25866,c:,MARL2019,work\personal\2019weekly
20190211.xlsx,20190215-18:13:45,25232,c:,MARL2019,work\personal\2019weekly
20190218.xlsx,20190222-09:28:46,20580,c:,MARL2019,work\personal\2019weekly
20190225.xlsx,20190303-07:11:11,20042,c:,MARL2019,work\personal\2019weekly
20190304.xlsx,20190308-11:26:18,20874,c:,MARL2019,work\personal\2019weekly
20190311.xlsx,20190314-13:04:40,21444,c:,MARL2019,work\personal\2019weekly
20190314.xlsx,20190321-14:19:51,21425,c:,MARL2019,work\personal\2019weekly
20190322.xlsx,20190328-13:46:30,20356,c:,MARL2019,work\personal\2019weekly
20190329.xlsx,20190404-13:36:43,21278,c:,MARL2019,work\personal\2019weekly
20190407.xlsx,20190411-15:25:13,21413,c:,MARL2019,work\personal\2019weekly
20190412.xlsx,20190413-11:13:03,20361,c:,MARL2019,work\personal\2019weekly
Summary-20190226115649.xlsx,20190226-11:56:49,11819,c:,MARL2019,work\personal\2019weekly
Summary-20190318184409.xlsx,20190318-18:44:10,14143,c:,MARL2019,work\personal\2019weekly
weekly_format.py,20181123-07:53:13,6759,c:,MARL2019,work\personal\2019weekly
weekly_format_python3.py,20190218-18:50:43,6759,c:,MARL2019,work\personal\2019weekly
weekly_merger.py,20181122-21:42:18,4697,c:,MARL2019,work\personal\2019weekly
weekly_merger_python3.py,20190218-18:53:19,4785,c:,MARL2019,work\personal\2019weekly
团体门诊医疗保险理赔申请书电子版.pdf,20190226-13:59:28,2299732,c:,MARL2019,work\personal\pingan
ubuntu16.04.docx,20190307-16:05:34,19057,c:,MARL2019,work
windows10_install.docx,20190303-12:49:28,14925,c:,MARL2019,work
RE cnTRAK Update DRAM margining tests on CN7809 board #170812-000001 from Cavium_Employees.msg,20190319-11:59:46,625152,c:,SDK,BDK\margin
readme.txt,20190319-12:00:09,100,c:,SDK,BDK\margin
发送电子邮件 bdk-boot-nor-cn78xx.zip bdk-boot-cn78xx.zip.msg,20190319-11:50:44,1606656,c:,SDK,BDK\margin
octeon3-bdk-octeon3-release-2017.12.tgz,20190322-20:22:59,15584834,c:,SDK,BDK
SDK10.0_19.06.0_documentation-v3.zip,20190322-11:10:19,24972629,c:,SDK,SDK101906
SDK10.0_19.06.0_sdk-sources-patches.zip,20190322-11:30:29,694614983,c:,SDK,SDK101906
SDK10.0_19.06.0_sdk-toolchain.tar.bz2,20190322-11:23:07,446423983,c:,SDK,SDK101906
SDK10_19.06.0_RC-Readme.txt,20190322-11:08:14,852,c:,SDK,SDK101906
SDK10_19.06.0_RC-Readme.txt,20190322-11:08:14,852,c:,SDK,
