filename,filedate,filesize,disk,basedir,uri
readme.txt,20181209-15:54:41,249,f:,tools,tool-marvell\email
readme.txt,20190123-10:17:13,459,f:,work,marvell\salesforce
readme.txt,20130325-11:19:14,993,f:,work,otherProjects\atheros
readme.txt,20130327-20:43:38,1804,f:,work,otherProjects\atheros\wpa
readme.txt,20130421-11:28:56,12,f:,work,reference\MIPS
readme.txt,20130605-16:09:38,53,f:,work,reference\PCI-E
guide.pdf,20150720-20:54:06,136179,f:,Backup,BaiduYunDownload\大胡子爷爷讲故事教英语\大胡子爷爷讲故事教英语1-20
guide.pdf,20150720-20:26:42,136179,f:,Backup,BaiduYunDownload\大胡子爷爷讲故事教英语\大胡子爷爷讲故事教英语21-40
guide.pdf,20150720-19:56:36,136179,f:,Backup,BaiduYunDownload\大胡子爷爷讲故事教英语\大胡子爷爷讲故事教英语41-61
幻灯片1.JPG,20150319-22:01:06,64388,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片1.JPG,20150315-16:49:20,1059826,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片1.JPG,20150319-21:57:46,133487,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片10.JPG,20150319-22:01:06,31825,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片10.JPG,20150315-16:49:24,1167963,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片10.JPG,20150319-21:57:46,152476,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片11.JPG,20150319-22:01:06,32344,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片11.JPG,20150315-16:49:24,811176,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片11.JPG,20150319-21:57:46,186677,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片12.JPG,20150319-22:01:06,50583,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片12.JPG,20150315-16:49:24,608828,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片12.JPG,20150319-21:57:48,144907,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片13.JPG,20150319-22:01:06,40347,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片13.JPG,20150315-16:49:24,1068006,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片13.JPG,20150319-21:57:48,150395,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片14.JPG,20150319-22:01:06,75865,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片14.JPG,20150315-16:49:26,729510,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片14.JPG,20150319-21:57:48,150395,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片15.JPG,20150319-22:01:06,67073,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
幻灯片15.JPG,20150315-16:49:26,557837,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\搬过来搬过去
幻灯片15.JPG,20150319-21:57:48,167421,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\等一会儿聪聪
幻灯片16.JPG,20150319-22:01:06,44749,f:,Backup,BaiduYunDownload\！世界优秀绘本55册jpg\0-3岁\奥莉薇
